origin_location_code,origin_has_hrp,origin_in_gho,asylum_location_code,asylum_has_hrp,asylum_in_gho,population_group,gender,age_range,min_age,max_age,population,reference_period_start,reference_period_end
#country+code+origin,#meta+has_hrp+origin,#meta+in_gho+origin,#country+code+asylum,#meta+has_hrp+asylum,#meta+in_gho+asylum,#population_group+code,#gender+code,#age+range,#age+min,#age+max,#population,#date+start,#date+end
PSE,False,True,ALB,False,False,REF,f,0-4,0,4,0,2020-01-01,2020-12-31
PSE,False,True,ALB,False,False,REF,f,5-11,5,11,0,2020-01-01,2020-12-31
PSE,False,True,ALB,False,False,REF,f,12-17,12,17,5,2020-01-01,2020-12-31
PSE,False,True,ALB,False,False,REF,f,18-59,18,59,0,2020-01-01,2020-12-31
PSE,False,True,ALB,False,False,REF,f,60+,60,None,0,2020-01-01,2020-12-31
PSE,False,True,ALB,False,False,REF,f,all,None,None,5,2020-01-01,2020-12-31
PSE,False,True,ALB,False,False,REF,m,0-4,0,4,0,2020-01-01,2020-12-31
PSE,False,True,ALB,False,False,REF,m,5-11,5,11,0,2020-01-01,2020-12-31
PSE,False,True,ALB,False,False,REF,m,12-17,12,17,0,2020-01-01,2020-12-31
PSE,False,True,ALB,False,False,REF,m,18-59,18,59,0,2020-01-01,2020-12-31
PSE,False,True,ALB,False,False,REF,m,60+,60,None,0,2020-01-01,2020-12-31
PSE,False,True,ALB,False,False,REF,m,all,None,None,0,2020-01-01,2020-12-31
PSE,False,True,ALB,False,False,REF,all,all,None,None,5,2020-01-01,2020-12-31
PSE,False,True,ARE,False,False,OOC,f,0-4,0,4,0,2020-01-01,2020-12-31
PSE,False,True,ARE,False,False,OOC,f,5-11,5,11,7,2020-01-01,2020-12-31
PSE,False,True,ARE,False,False,OOC,f,12-17,12,17,0,2020-01-01,2020-12-31
PSE,False,True,ARE,False,False,OOC,f,18-59,18,59,0,2020-01-01,2020-12-31
PSE,False,True,ARE,False,False,OOC,f,60+,60,None,0,2020-01-01,2020-12-31
PSE,False,True,ARE,False,False,OOC,f,all,None,None,7,2020-01-01,2020-12-31
PSE,False,True,ARE,False,False,OOC,m,0-4,0,4,0,2020-01-01,2020-12-31
PSE,False,True,ARE,False,False,OOC,m,5-11,5,11,0,2020-01-01,2020-12-31
PSE,False,True,ARE,False,False,OOC,m,12-17,12,17,7,2020-01-01,2020-12-31
PSE,False,True,ARE,False,False,OOC,m,18-59,18,59,0,2020-01-01,2020-12-31
PSE,False,True,ARE,False,False,OOC,m,60+,60,None,0,2020-01-01,2020-12-31
PSE,False,True,ARE,False,False,OOC,m,all,None,None,7,2020-01-01,2020-12-31
PSE,False,True,ARE,False,False,OOC,all,all,None,None,14,2020-01-01,2020-12-31
PSE,False,True,ARE,False,False,REF,f,0-4,0,4,0,2020-01-01,2020-12-31
PSE,False,True,ARE,False,False,REF,f,5-11,5,11,0,2020-01-01,2020-12-31
PSE,False,True,ARE,False,False,REF,f,12-17,12,17,0,2020-01-01,2020-12-31
PSE,False,True,ARE,False,False,REF,f,18-59,18,59,5,2020-01-01,2020-12-31
PSE,False,True,ARE,False,False,REF,f,60+,60,None,0,2020-01-01,2020-12-31
PSE,False,True,ARE,False,False,REF,f,all,None,None,5,2020-01-01,2020-12-31
PSE,False,True,ARE,False,False,REF,m,0-4,0,4,5,2020-01-01,2020-12-31
PSE,False,True,ARE,False,False,REF,m,5-11,5,11,0,2020-01-01,2020-12-31
PSE,False,True,ARE,False,False,REF,m,12-17,12,17,0,2020-01-01,2020-12-31
PSE,False,True,ARE,False,False,REF,m,18-59,18,59,5,2020-01-01,2020-12-31
PSE,False,True,ARE,False,False,REF,m,60+,60,None,0,2020-01-01,2020-12-31
PSE,False,True,ARE,False,False,REF,m,all,None,None,10,2020-01-01,2020-12-31
PSE,False,True,ARE,False,False,REF,all,all,None,None,15,2020-01-01,2020-12-31
PSE,False,True,ARG,False,True,ASY,f,0-4,0,4,0,2020-01-01,2020-12-31
PSE,False,True,ARG,False,True,ASY,f,5-11,5,11,5,2020-01-01,2020-12-31
PSE,False,True,ARG,False,True,ASY,f,12-17,12,17,0,2020-01-01,2020-12-31
PSE,False,True,ARG,False,True,ASY,f,18-59,18,59,0,2020-01-01,2020-12-31
PSE,False,True,ARG,False,True,ASY,f,60+,60,None,0,2020-01-01,2020-12-31
PSE,False,True,ARG,False,True,ASY,f,all,None,None,5,2020-01-01,2020-12-31
PSE,False,True,ARG,False,True,ASY,m,0-4,0,4,0,2020-01-01,2020-12-31
PSE,False,True,ARG,False,True,ASY,m,5-11,5,11,0,2020-01-01,2020-12-31
PSE,False,True,ARG,False,True,ASY,m,12-17,12,17,0,2020-01-01,2020-12-31
PSE,False,True,ARG,False,True,ASY,m,18-59,18,59,5,2020-01-01,2020-12-31
PSE,False,True,ARG,False,True,ASY,m,60+,60,None,0,2020-01-01,2020-12-31
PSE,False,True,ARG,False,True,ASY,m,all,None,None,5,2020-01-01,2020-12-31
PSE,False,True,ARG,False,True,ASY,all,all,None,None,10,2020-01-01,2020-12-31
PSE,False,True,ARG,False,True,REF,f,0-4,0,4,0,2020-01-01,2020-12-31
PSE,False,True,ARG,False,True,REF,f,5-11,5,11,0,2020-01-01,2020-12-31
PSE,False,True,ARG,False,True,REF,f,12-17,12,17,0,2020-01-01,2020-12-31
PSE,False,True,ARG,False,True,REF,f,18-59,18,59,5,2020-01-01,2020-12-31
PSE,False,True,ARG,False,True,REF,f,60+,60,None,0,2020-01-01,2020-12-31
PSE,False,True,ARG,False,True,REF,f,all,None,None,5,2020-01-01,2020-12-31
PSE,False,True,ARG,False,True,REF,m,0-4,0,4,0,2020-01-01,2020-12-31
PSE,False,True,ARG,False,True,REF,m,5-11,5,11,0,2020-01-01,2020-12-31
PSE,False,True,ARG,False,True,REF,m,12-17,12,17,0,2020-01-01,2020-12-31
PSE,False,True,ARG,False,True,REF,m,18-59,18,59,14,2020-01-01,2020-12-31
PSE,False,True,ARG,False,True,REF,m,60+,60,None,0,2020-01-01,2020-12-31
PSE,False,True,ARG,False,True,REF,m,all,None,None,14,2020-01-01,2020-12-31
PSE,False,True,ARG,False,True,REF,all,all,None,None,19,2020-01-01,2020-12-31
PSE,False,True,ARM,False,False,REF,f,0-4,0,4,0,2020-01-01,2020-12-31
PSE,False,True,ARM,False,False,REF,f,5-11,5,11,0,2020-01-01,2020-12-31
PSE,False,True,ARM,False,False,REF,f,12-17,12,17,0,2020-01-01,2020-12-31
PSE,False,True,ARM,False,False,REF,f,18-59,18,59,0,2020-01-01,2020-12-31
PSE,False,True,ARM,False,False,REF,f,60+,60,None,0,2020-01-01,2020-12-31
PSE,False,True,ARM,False,False,REF,f,all,None,None,0,2020-01-01,2020-12-31
PSE,False,True,ARM,False,False,REF,m,0-4,0,4,0,2020-01-01,2020-12-31
PSE,False,True,ARM,False,False,REF,m,5-11,5,11,0,2020-01-01,2020-12-31
PSE,False,True,ARM,False,False,REF,m,12-17,12,17,0,2020-01-01,2020-12-31
PSE,False,True,ARM,False,False,REF,m,18-59,18,59,7,2020-01-01,2020-12-31
PSE,False,True,ARM,False,False,REF,m,60+,60,None,0,2020-01-01,2020-12-31
PSE,False,True,ARM,False,False,REF,m,all,None,None,7,2020-01-01,2020-12-31
PSE,False,True,ARM,False,False,REF,all,all,None,None,7,2020-01-01,2020-12-31
PSE,False,True,AUS,False,False,ASY,f,0-4,0,4,0,2020-01-01,2020-12-31
PSE,False,True,AUS,False,False,ASY,f,5-11,5,11,0,2020-01-01,2020-12-31
PSE,False,True,AUS,False,False,ASY,f,12-17,12,17,0,2020-01-01,2020-12-31
PSE,False,True,AUS,False,False,ASY,f,18-59,18,59,0,2020-01-01,2020-12-31
PSE,False,True,AUS,False,False,ASY,f,60+,60,None,0,2020-01-01,2020-12-31
PSE,False,True,AUS,False,False,ASY,f,all,None,None,0,2020-01-01,2020-12-31
PSE,False,True,AUS,False,False,ASY,m,0-4,0,4,0,2020-01-01,2020-12-31
PSE,False,True,AUS,False,False,ASY,m,5-11,5,11,0,2020-01-01,2020-12-31
PSE,False,True,AUS,False,False,ASY,m,12-17,12,17,0,2020-01-01,2020-12-31
PSE,False,True,AUS,False,False,ASY,m,18-59,18,59,0,2020-01-01,2020-12-31
PSE,False,True,AUS,False,False,ASY,m,60+,60,None,0,2020-01-01,2020-12-31
PSE,False,True,AUS,False,False,ASY,m,all,None,None,0,2020-01-01,2020-12-31
PSE,False,True,AUS,False,False,ASY,all,all,None,None,154,2020-01-01,2020-12-31
PSE,False,True,AUS,False,False,REF,f,0-4,0,4,0,2020-01-01,2020-12-31
PSE,False,True,AUS,False,False,REF,f,5-11,5,11,0,2020-01-01,2020-12-31
PSE,False,True,AUS,False,False,REF,f,12-17,12,17,0,2020-01-01,2020-12-31
PSE,False,True,AUS,False,False,REF,f,18-59,18,59,0,2020-01-01,2020-12-31
PSE,False,True,AUS,False,False,REF,f,60+,60,None,0,2020-01-01,2020-12-31
PSE,False,True,AUS,False,False,REF,f,all,None,None,0,2020-01-01,2020-12-31
PSE,False,True,AUS,False,False,REF,m,0-4,0,4,0,2020-01-01,2020-12-31
PSE,False,True,AUS,False,False,REF,m,5-11,5,11,0,2020-01-01,2020-12-31
PSE,False,True,AUS,False,False,REF,m,12-17,12,17,0,2020-01-01,2020-12-31
PSE,False,True,AUS,False,False,REF,m,18-59,18,59,0,2020-01-01,2020-12-31
PSE,False,True,AUS,False,False,REF,m,60+,60,None,0,2020-01-01,2020-12-31
PSE,False,True,AUS,False,False,REF,m,all,None,None,0,2020-01-01,2020-12-31
PSE,False,True,AUS,False,False,REF,all,all,None,None,508,2020-01-01,2020-12-31
PSE,False,True,AZE,False,False,REF,f,0-4,0,4,0,2020-01-01,2020-12-31
PSE,False,True,AZE,False,False,REF,f,5-11,5,11,0,2020-01-01,2020-12-31
PSE,False,True,AZE,False,False,REF,f,12-17,12,17,0,2020-01-01,2020-12-31
PSE,False,True,AZE,False,False,REF,f,18-59,18,59,0,2020-01-01,2020-12-31
PSE,False,True,AZE,False,False,REF,f,60+,60,None,0,2020-01-01,2020-12-31
PSE,False,True,AZE,False,False,REF,f,all,None,None,0,2020-01-01,2020-12-31
PSE,False,True,AZE,False,False,REF,m,0-4,0,4,0,2020-01-01,2020-12-31
PSE,False,True,AZE,False,False,REF,m,5-11,5,11,0,2020-01-01,2020-12-31
PSE,False,True,AZE,False,False,REF,m,12-17,12,17,0,2020-01-01,2020-12-31
PSE,False,True,AZE,False,False,REF,m,18-59,18,59,5,2020-01-01,2020-12-31
PSE,False,True,AZE,False,False,REF,m,60+,60,None,0,2020-01-01,2020-12-31
PSE,False,True,AZE,False,False,REF,m,all,None,None,5,2020-01-01,2020-12-31
PSE,False,True,AZE,False,False,REF,all,all,None,None,5,2020-01-01,2020-12-31
PSE,False,True,BEL,False,False,ASY,f,0-4,0,4,0,2020-01-01,2020-12-31
PSE,False,True,BEL,False,False,ASY,f,5-11,5,11,0,2020-01-01,2020-12-31
PSE,False,True,BEL,False,False,ASY,f,12-17,12,17,0,2020-01-01,2020-12-31
PSE,False,True,BEL,False,False,ASY,f,18-59,18,59,0,2020-01-01,2020-12-31
PSE,False,True,BEL,False,False,ASY,f,60+,60,None,0,2020-01-01,2020-12-31
PSE,False,True,BEL,False,False,ASY,f,all,None,None,780,2020-01-01,2020-12-31
PSE,False,True,BEL,False,False,ASY,m,0-4,0,4,0,2020-01-01,2020-12-31
PSE,False,True,BEL,False,False,ASY,m,5-11,5,11,0,2020-01-01,2020-12-31
PSE,False,True,BEL,False,False,ASY,m,12-17,12,17,0,2020-01-01,2020-12-31
PSE,False,True,BEL,False,False,ASY,m,18-59,18,59,0,2020-01-01,2020-12-31
PSE,False,True,BEL,False,False,ASY,m,60+,60,None,0,2020-01-01,2020-12-31
PSE,False,True,BEL,False,False,ASY,m,all,None,None,2495,2020-01-01,2020-12-31
PSE,False,True,BEL,False,False,ASY,all,all,None,None,3275,2020-01-01,2020-12-31
PSE,False,True,BEL,False,False,REF,f,0-4,0,4,0,2020-01-01,2020-12-31
PSE,False,True,BEL,False,False,REF,f,5-11,5,11,0,2020-01-01,2020-12-31
PSE,False,True,BEL,False,False,REF,f,12-17,12,17,0,2020-01-01,2020-12-31
PSE,False,True,BEL,False,False,REF,f,18-59,18,59,0,2020-01-01,2020-12-31
PSE,False,True,BEL,False,False,REF,f,60+,60,None,0,2020-01-01,2020-12-31
PSE,False,True,BEL,False,False,REF,f,all,None,None,317,2020-01-01,2020-12-31
PSE,False,True,BEL,False,False,REF,m,0-4,0,4,0,2020-01-01,2020-12-31
PSE,False,True,BEL,False,False,REF,m,5-11,5,11,0,2020-01-01,2020-12-31
PSE,False,True,BEL,False,False,REF,m,12-17,12,17,0,2020-01-01,2020-12-31
PSE,False,True,BEL,False,False,REF,m,18-59,18,59,0,2020-01-01,2020-12-31
PSE,False,True,BEL,False,False,REF,m,60+,60,None,0,2020-01-01,2020-12-31
PSE,False,True,BEL,False,False,REF,m,all,None,None,907,2020-01-01,2020-12-31
PSE,False,True,BEL,False,False,REF,all,all,None,None,1224,2020-01-01,2020-12-31
PSE,False,True,BHR,False,False,ASY,f,0-4,0,4,0,2020-01-01,2020-12-31
PSE,False,True,BHR,False,False,ASY,f,5-11,5,11,0,2020-01-01,2020-12-31
PSE,False,True,BHR,False,False,ASY,f,12-17,12,17,0,2020-01-01,2020-12-31
PSE,False,True,BHR,False,False,ASY,f,18-59,18,59,0,2020-01-01,2020-12-31
PSE,False,True,BHR,False,False,ASY,f,60+,60,None,0,2020-01-01,2020-12-31
PSE,False,True,BHR,False,False,ASY,f,all,None,None,0,2020-01-01,2020-12-31
PSE,False,True,BHR,False,False,ASY,m,0-4,0,4,0,2020-01-01,2020-12-31
PSE,False,True,BHR,False,False,ASY,m,5-11,5,11,0,2020-01-01,2020-12-31
PSE,False,True,BHR,False,False,ASY,m,12-17,12,17,0,2020-01-01,2020-12-31
PSE,False,True,BHR,False,False,ASY,m,18-59,18,59,0,2020-01-01,2020-12-31
PSE,False,True,BHR,False,False,ASY,m,60+,60,None,0,2020-01-01,2020-12-31
PSE,False,True,BHR,False,False,ASY,m,all,None,None,0,2020-01-01,2020-12-31
PSE,False,True,BHR,False,False,ASY,all,all,None,None,6,2020-01-01,2020-12-31
PSE,False,True,BIH,False,False,ASY,f,0-4,0,4,0,2020-01-01,2020-12-31
PSE,False,True,BIH,False,False,ASY,f,5-11,5,11,0,2020-01-01,2020-12-31
PSE,False,True,BIH,False,False,ASY,f,12-17,12,17,0,2020-01-01,2020-12-31
PSE,False,True,BIH,False,False,ASY,f,18-59,18,59,0,2020-01-01,2020-12-31
PSE,False,True,BIH,False,False,ASY,f,60+,60,None,0,2020-01-01,2020-12-31
PSE,False,True,BIH,False,False,ASY,f,all,None,None,0,2020-01-01,2020-12-31
PSE,False,True,BIH,False,False,ASY,m,0-4,0,4,0,2020-01-01,2020-12-31
PSE,False,True,BIH,False,False,ASY,m,5-11,5,11,0,2020-01-01,2020-12-31
PSE,False,True,BIH,False,False,ASY,m,12-17,12,17,0,2020-01-01,2020-12-31
PSE,False,True,BIH,False,False,ASY,m,18-59,18,59,5,2020-01-01,2020-12-31
PSE,False,True,BIH,False,False,ASY,m,60+,60,None,0,2020-01-01,2020-12-31
PSE,False,True,BIH,False,False,ASY,m,all,None,None,5,2020-01-01,2020-12-31
PSE,False,True,BIH,False,False,ASY,all,all,None,None,5,2020-01-01,2020-12-31
PSE,False,True,BIH,False,False,OOC,f,0-4,0,4,0,2020-01-01,2020-12-31
PSE,False,True,BIH,False,False,OOC,f,5-11,5,11,0,2020-01-01,2020-12-31
PSE,False,True,BIH,False,False,OOC,f,12-17,12,17,0,2020-01-01,2020-12-31
PSE,False,True,BIH,False,False,OOC,f,18-59,18,59,0,2020-01-01,2020-12-31
PSE,False,True,BIH,False,False,OOC,f,60+,60,None,0,2020-01-01,2020-12-31
PSE,False,True,BIH,False,False,OOC,f,all,None,None,0,2020-01-01,2020-12-31
PSE,False,True,BIH,False,False,OOC,m,0-4,0,4,0,2020-01-01,2020-12-31
PSE,False,True,BIH,False,False,OOC,m,5-11,5,11,0,2020-01-01,2020-12-31
PSE,False,True,BIH,False,False,OOC,m,12-17,12,17,0,2020-01-01,2020-12-31
PSE,False,True,BIH,False,False,OOC,m,18-59,18,59,0,2020-01-01,2020-12-31
PSE,False,True,BIH,False,False,OOC,m,60+,60,None,0,2020-01-01,2020-12-31
PSE,False,True,BIH,False,False,OOC,m,all,None,None,27,2020-01-01,2020-12-31
PSE,False,True,BIH,False,False,OOC,all,all,None,None,27,2020-01-01,2020-12-31
PSE,False,True,BLR,False,False,REF,f,0-4,0,4,0,2020-01-01,2020-12-31
PSE,False,True,BLR,False,False,REF,f,5-11,5,11,0,2020-01-01,2020-12-31
PSE,False,True,BLR,False,False,REF,f,12-17,12,17,0,2020-01-01,2020-12-31
PSE,False,True,BLR,False,False,REF,f,18-59,18,59,0,2020-01-01,2020-12-31
PSE,False,True,BLR,False,False,REF,f,60+,60,None,0,2020-01-01,2020-12-31
PSE,False,True,BLR,False,False,REF,f,all,None,None,0,2020-01-01,2020-12-31
PSE,False,True,BLR,False,False,REF,m,0-4,0,4,0,2020-01-01,2020-12-31
PSE,False,True,BLR,False,False,REF,m,5-11,5,11,0,2020-01-01,2020-12-31
PSE,False,True,BLR,False,False,REF,m,12-17,12,17,0,2020-01-01,2020-12-31
PSE,False,True,BLR,False,False,REF,m,18-59,18,59,5,2020-01-01,2020-12-31
PSE,False,True,BLR,False,False,REF,m,60+,60,None,0,2020-01-01,2020-12-31
PSE,False,True,BLR,False,False,REF,m,all,None,None,5,2020-01-01,2020-12-31
PSE,False,True,BLR,False,False,REF,all,all,None,None,5,2020-01-01,2020-12-31
PSE,False,True,BRA,False,True,ASY,f,0-4,0,4,0,2020-01-01,2020-12-31
PSE,False,True,BRA,False,True,ASY,f,5-11,5,11,0,2020-01-01,2020-12-31
PSE,False,True,BRA,False,True,ASY,f,12-17,12,17,0,2020-01-01,2020-12-31
PSE,False,True,BRA,False,True,ASY,f,18-59,18,59,0,2020-01-01,2020-12-31
PSE,False,True,BRA,False,True,ASY,f,60+,60,None,0,2020-01-01,2020-12-31
PSE,False,True,BRA,False,True,ASY,f,all,None,None,0,2020-01-01,2020-12-31
PSE,False,True,BRA,False,True,ASY,m,0-4,0,4,0,2020-01-01,2020-12-31
PSE,False,True,BRA,False,True,ASY,m,5-11,5,11,0,2020-01-01,2020-12-31
PSE,False,True,BRA,False,True,ASY,m,12-17,12,17,0,2020-01-01,2020-12-31
PSE,False,True,BRA,False,True,ASY,m,18-59,18,59,0,2020-01-01,2020-12-31
PSE,False,True,BRA,False,True,ASY,m,60+,60,None,0,2020-01-01,2020-12-31
PSE,False,True,BRA,False,True,ASY,m,all,None,None,0,2020-01-01,2020-12-31
PSE,False,True,BRA,False,True,ASY,all,all,None,None,378,2020-01-01,2020-12-31
PSE,False,True,BRA,False,True,REF,f,0-4,0,4,0,2020-01-01,2020-12-31
PSE,False,True,BRA,False,True,REF,f,5-11,5,11,0,2020-01-01,2020-12-31
PSE,False,True,BRA,False,True,REF,f,12-17,12,17,0,2020-01-01,2020-12-31
PSE,False,True,BRA,False,True,REF,f,18-59,18,59,0,2020-01-01,2020-12-31
PSE,False,True,BRA,False,True,REF,f,60+,60,None,0,2020-01-01,2020-12-31
PSE,False,True,BRA,False,True,REF,f,all,None,None,0,2020-01-01,2020-12-31
PSE,False,True,BRA,False,True,REF,m,0-4,0,4,0,2020-01-01,2020-12-31
PSE,False,True,BRA,False,True,REF,m,5-11,5,11,0,2020-01-01,2020-12-31
PSE,False,True,BRA,False,True,REF,m,12-17,12,17,0,2020-01-01,2020-12-31
PSE,False,True,BRA,False,True,REF,m,18-59,18,59,0,2020-01-01,2020-12-31
PSE,False,True,BRA,False,True,REF,m,60+,60,None,0,2020-01-01,2020-12-31
PSE,False,True,BRA,False,True,REF,m,all,None,None,0,2020-01-01,2020-12-31
PSE,False,True,BRA,False,True,REF,all,all,None,None,571,2020-01-01,2020-12-31
PSE,False,True,CAN,False,False,ASY,f,0-4,0,4,28,2020-01-01,2020-12-31
PSE,False,True,CAN,False,False,ASY,f,5-11,5,11,54,2020-01-01,2020-12-31
PSE,False,True,CAN,False,False,ASY,f,12-17,12,17,29,2020-01-01,2020-12-31
PSE,False,True,CAN,False,False,ASY,f,18-59,18,59,134,2020-01-01,2020-12-31
PSE,False,True,CAN,False,False,ASY,f,60+,60,None,0,2020-01-01,2020-12-31
PSE,False,True,CAN,False,False,ASY,f,all,None,None,303,2020-01-01,2020-12-31
PSE,False,True,CAN,False,False,ASY,m,0-4,0,4,38,2020-01-01,2020-12-31
PSE,False,True,CAN,False,False,ASY,m,5-11,5,11,63,2020-01-01,2020-12-31
PSE,False,True,CAN,False,False,ASY,m,12-17,12,17,25,2020-01-01,2020-12-31
PSE,False,True,CAN,False,False,ASY,m,18-59,18,59,262,2020-01-01,2020-12-31
PSE,False,True,CAN,False,False,ASY,m,60+,60,None,0,2020-01-01,2020-12-31
PSE,False,True,CAN,False,False,ASY,m,all,None,None,451,2020-01-01,2020-12-31
PSE,False,True,CAN,False,False,ASY,all,all,None,None,754,2020-01-01,2020-12-31
PSE,False,True,CAN,False,False,REF,f,0-4,0,4,24,2020-01-01,2020-12-31
PSE,False,True,CAN,False,False,REF,f,5-11,5,11,34,2020-01-01,2020-12-31
PSE,False,True,CAN,False,False,REF,f,12-17,12,17,0,2020-01-01,2020-12-31
PSE,False,True,CAN,False,False,REF,f,18-59,18,59,82,2020-01-01,2020-12-31
PSE,False,True,CAN,False,False,REF,f,60+,60,None,0,2020-01-01,2020-12-31
PSE,False,True,CAN,False,False,REF,f,all,None,None,166,2020-01-01,2020-12-31
PSE,False,True,CAN,False,False,REF,m,0-4,0,4,0,2020-01-01,2020-12-31
PSE,False,True,CAN,False,False,REF,m,5-11,5,11,41,2020-01-01,2020-12-31
PSE,False,True,CAN,False,False,REF,m,12-17,12,17,0,2020-01-01,2020-12-31
PSE,False,True,CAN,False,False,REF,m,18-59,18,59,86,2020-01-01,2020-12-31
PSE,False,True,CAN,False,False,REF,m,60+,60,None,0,2020-01-01,2020-12-31
PSE,False,True,CAN,False,False,REF,m,all,None,None,191,2020-01-01,2020-12-31
PSE,False,True,CAN,False,False,REF,all,all,None,None,1777,2020-01-01,2020-12-31
PSE,False,True,CHL,False,True,ASY,f,0-4,0,4,0,2020-01-01,2020-12-31
PSE,False,True,CHL,False,True,ASY,f,5-11,5,11,0,2020-01-01,2020-12-31
PSE,False,True,CHL,False,True,ASY,f,12-17,12,17,0,2020-01-01,2020-12-31
PSE,False,True,CHL,False,True,ASY,f,18-59,18,59,0,2020-01-01,2020-12-31
PSE,False,True,CHL,False,True,ASY,f,60+,60,None,0,2020-01-01,2020-12-31
PSE,False,True,CHL,False,True,ASY,f,all,None,None,0,2020-01-01,2020-12-31
PSE,False,True,CHL,False,True,ASY,m,0-4,0,4,0,2020-01-01,2020-12-31
PSE,False,True,CHL,False,True,ASY,m,5-11,5,11,0,2020-01-01,2020-12-31
PSE,False,True,CHL,False,True,ASY,m,12-17,12,17,0,2020-01-01,2020-12-31
PSE,False,True,CHL,False,True,ASY,m,18-59,18,59,7,2020-01-01,2020-12-31
PSE,False,True,CHL,False,True,ASY,m,60+,60,None,0,2020-01-01,2020-12-31
PSE,False,True,CHL,False,True,ASY,m,all,None,None,7,2020-01-01,2020-12-31
PSE,False,True,CHL,False,True,ASY,all,all,None,None,7,2020-01-01,2020-12-31
PSE,False,True,CHL,False,True,REF,f,0-4,0,4,0,2020-01-01,2020-12-31
PSE,False,True,CHL,False,True,REF,f,5-11,5,11,0,2020-01-01,2020-12-31
PSE,False,True,CHL,False,True,REF,f,12-17,12,17,0,2020-01-01,2020-12-31
PSE,False,True,CHL,False,True,REF,f,18-59,18,59,0,2020-01-01,2020-12-31
PSE,False,True,CHL,False,True,REF,f,60+,60,None,0,2020-01-01,2020-12-31
PSE,False,True,CHL,False,True,REF,f,all,None,None,0,2020-01-01,2020-12-31
PSE,False,True,CHL,False,True,REF,m,0-4,0,4,0,2020-01-01,2020-12-31
PSE,False,True,CHL,False,True,REF,m,5-11,5,11,7,2020-01-01,2020-12-31
PSE,False,True,CHL,False,True,REF,m,12-17,12,17,0,2020-01-01,2020-12-31
PSE,False,True,CHL,False,True,REF,m,18-59,18,59,0,2020-01-01,2020-12-31
PSE,False,True,CHL,False,True,REF,m,60+,60,None,0,2020-01-01,2020-12-31
PSE,False,True,CHL,False,True,REF,m,all,None,None,7,2020-01-01,2020-12-31
PSE,False,True,CHL,False,True,REF,all,all,None,None,15,2020-01-01,2020-12-31
PSE,False,True,CHN,False,False,ASY,f,0-4,0,4,0,2020-01-01,2020-12-31
PSE,False,True,CHN,False,False,ASY,f,5-11,5,11,0,2020-01-01,2020-12-31
PSE,False,True,CHN,False,False,ASY,f,12-17,12,17,0,2020-01-01,2020-12-31
PSE,False,True,CHN,False,False,ASY,f,18-59,18,59,0,2020-01-01,2020-12-31
PSE,False,True,CHN,False,False,ASY,f,60+,60,None,0,2020-01-01,2020-12-31
PSE,False,True,CHN,False,False,ASY,f,all,None,None,0,2020-01-01,2020-12-31
PSE,False,True,CHN,False,False,ASY,m,0-4,0,4,0,2020-01-01,2020-12-31
PSE,False,True,CHN,False,False,ASY,m,5-11,5,11,0,2020-01-01,2020-12-31
PSE,False,True,CHN,False,False,ASY,m,12-17,12,17,0,2020-01-01,2020-12-31
PSE,False,True,CHN,False,False,ASY,m,18-59,18,59,9,2020-01-01,2020-12-31
PSE,False,True,CHN,False,False,ASY,m,60+,60,None,0,2020-01-01,2020-12-31
PSE,False,True,CHN,False,False,ASY,m,all,None,None,9,2020-01-01,2020-12-31
PSE,False,True,CHN,False,False,ASY,all,all,None,None,9,2020-01-01,2020-12-31
PSE,False,True,CHN,False,False,REF,f,0-4,0,4,0,2020-01-01,2020-12-31
PSE,False,True,CHN,False,False,REF,f,5-11,5,11,0,2020-01-01,2020-12-31
PSE,False,True,CHN,False,False,REF,f,12-17,12,17,0,2020-01-01,2020-12-31
PSE,False,True,CHN,False,False,REF,f,18-59,18,59,5,2020-01-01,2020-12-31
PSE,False,True,CHN,False,False,REF,f,60+,60,None,0,2020-01-01,2020-12-31
PSE,False,True,CHN,False,False,REF,f,all,None,None,5,2020-01-01,2020-12-31
PSE,False,True,CHN,False,False,REF,m,0-4,0,4,0,2020-01-01,2020-12-31
PSE,False,True,CHN,False,False,REF,m,5-11,5,11,0,2020-01-01,2020-12-31
PSE,False,True,CHN,False,False,REF,m,12-17,12,17,0,2020-01-01,2020-12-31
PSE,False,True,CHN,False,False,REF,m,18-59,18,59,8,2020-01-01,2020-12-31
PSE,False,True,CHN,False,False,REF,m,60+,60,None,0,2020-01-01,2020-12-31
PSE,False,True,CHN,False,False,REF,m,all,None,None,8,2020-01-01,2020-12-31
PSE,False,True,CHN,False,False,REF,all,all,None,None,13,2020-01-01,2020-12-31
PSE,False,True,COD,True,True,ASY,f,0-4,0,4,0,2020-01-01,2020-12-31
PSE,False,True,COD,True,True,ASY,f,5-11,5,11,0,2020-01-01,2020-12-31
PSE,False,True,COD,True,True,ASY,f,12-17,12,17,0,2020-01-01,2020-12-31
PSE,False,True,COD,True,True,ASY,f,18-59,18,59,0,2020-01-01,2020-12-31
PSE,False,True,COD,True,True,ASY,f,60+,60,None,0,2020-01-01,2020-12-31
PSE,False,True,COD,True,True,ASY,f,all,None,None,0,2020-01-01,2020-12-31
PSE,False,True,COD,True,True,ASY,m,0-4,0,4,0,2020-01-01,2020-12-31
PSE,False,True,COD,True,True,ASY,m,5-11,5,11,0,2020-01-01,2020-12-31
