origin_location_code,origin_has_hrp,origin_in_gho,asylum_location_code,asylum_has_hrp,asylum_in_gho,population_group,gender,age_range,min_age,max_age,population,reference_period_start,reference_period_end
#country+code+origin,#meta+has_hrp+origin,#meta+in_gho+origin,#country+code+asylum,#meta+has_hrp+asylum,#meta+in_gho+asylum,#population_group+code,#gender+code,#age+range,#age+min,#age+max,#population,#date+start,#date+end
PSE,False,True,IND,False,False,REF,all,all,None,None,78,2010-01-01,2010-12-31
PSE,False,True,IRL,False,False,ASY,f,0-4,0,4,0,2010-01-01,2010-12-31
PSE,False,True,IRL,False,False,ASY,f,5-11,5,11,0,2010-01-01,2010-12-31
PSE,False,True,IRL,False,False,ASY,f,12-17,12,17,0,2010-01-01,2010-12-31
PSE,False,True,IRL,False,False,ASY,f,18-59,18,59,0,2010-01-01,2010-12-31
PSE,False,True,IRL,False,False,ASY,f,60+,60,None,0,2010-01-01,2010-12-31
PSE,False,True,IRL,False,False,ASY,f,all,None,None,0,2010-01-01,2010-12-31
PSE,False,True,IRL,False,False,ASY,m,0-4,0,4,0,2010-01-01,2010-12-31
PSE,False,True,IRL,False,False,ASY,m,5-11,5,11,0,2010-01-01,2010-12-31
PSE,False,True,IRL,False,False,ASY,m,12-17,12,17,0,2010-01-01,2010-12-31
PSE,False,True,IRL,False,False,ASY,m,18-59,18,59,0,2010-01-01,2010-12-31
PSE,False,True,IRL,False,False,ASY,m,60+,60,None,0,2010-01-01,2010-12-31
PSE,False,True,IRL,False,False,ASY,m,all,None,None,0,2010-01-01,2010-12-31
PSE,False,True,IRL,False,False,ASY,all,all,None,None,31,2010-01-01,2010-12-31
PSE,False,True,IRL,False,False,REF,f,0-4,0,4,0,2010-01-01,2010-12-31
PSE,False,True,IRL,False,False,REF,f,5-11,5,11,0,2010-01-01,2010-12-31
PSE,False,True,IRL,False,False,REF,f,12-17,12,17,0,2010-01-01,2010-12-31
PSE,False,True,IRL,False,False,REF,f,18-59,18,59,0,2010-01-01,2010-12-31
PSE,False,True,IRL,False,False,REF,f,60+,60,None,0,2010-01-01,2010-12-31
PSE,False,True,IRL,False,False,REF,f,all,None,None,0,2010-01-01,2010-12-31
PSE,False,True,IRL,False,False,REF,m,0-4,0,4,0,2010-01-01,2010-12-31
PSE,False,True,IRL,False,False,REF,m,5-11,5,11,0,2010-01-01,2010-12-31
PSE,False,True,IRL,False,False,REF,m,12-17,12,17,0,2010-01-01,2010-12-31
PSE,False,True,IRL,False,False,REF,m,18-59,18,59,0,2010-01-01,2010-12-31
PSE,False,True,IRL,False,False,REF,m,60+,60,None,0,2010-01-01,2010-12-31
PSE,False,True,IRL,False,False,REF,m,all,None,None,0,2010-01-01,2010-12-31
PSE,False,True,IRL,False,False,REF,all,all,None,None,120,2010-01-01,2010-12-31
PSE,False,True,IRQ,False,True,REF,f,0-4,0,4,347,2010-01-01,2010-12-31
PSE,False,True,IRQ,False,True,REF,f,5-11,5,11,700,2010-01-01,2010-12-31
PSE,False,True,IRQ,False,True,REF,f,12-17,12,17,708,2010-01-01,2010-12-31
PSE,False,True,IRQ,False,True,REF,f,18-59,18,59,3026,2010-01-01,2010-12-31
PSE,False,True,IRQ,False,True,REF,f,60+,60,None,489,2010-01-01,2010-12-31
PSE,False,True,IRQ,False,True,REF,f,all,None,None,5270,2010-01-01,2010-12-31
PSE,False,True,IRQ,False,True,REF,m,0-4,0,4,387,2010-01-01,2010-12-31
PSE,False,True,IRQ,False,True,REF,m,5-11,5,11,648,2010-01-01,2010-12-31
PSE,False,True,IRQ,False,True,REF,m,12-17,12,17,726,2010-01-01,2010-12-31
PSE,False,True,IRQ,False,True,REF,m,18-59,18,59,3261,2010-01-01,2010-12-31
PSE,False,True,IRQ,False,True,REF,m,60+,60,None,506,2010-01-01,2010-12-31
PSE,False,True,IRQ,False,True,REF,m,all,None,None,5528,2010-01-01,2010-12-31
PSE,False,True,IRQ,False,True,REF,all,all,None,None,10798,2010-01-01,2010-12-31
PSE,False,True,ITA,False,False,ASY,f,0-4,0,4,0,2010-01-01,2010-12-31
PSE,False,True,ITA,False,False,ASY,f,5-11,5,11,0,2010-01-01,2010-12-31
PSE,False,True,ITA,False,False,ASY,f,12-17,12,17,0,2010-01-01,2010-12-31
PSE,False,True,ITA,False,False,ASY,f,18-59,18,59,0,2010-01-01,2010-12-31
PSE,False,True,ITA,False,False,ASY,f,60+,60,None,0,2010-01-01,2010-12-31
PSE,False,True,ITA,False,False,ASY,f,all,None,None,5,2010-01-01,2010-12-31
PSE,False,True,ITA,False,False,ASY,m,0-4,0,4,0,2010-01-01,2010-12-31
PSE,False,True,ITA,False,False,ASY,m,5-11,5,11,0,2010-01-01,2010-12-31
PSE,False,True,ITA,False,False,ASY,m,12-17,12,17,0,2010-01-01,2010-12-31
PSE,False,True,ITA,False,False,ASY,m,18-59,18,59,0,2010-01-01,2010-12-31
PSE,False,True,ITA,False,False,ASY,m,60+,60,None,0,2010-01-01,2010-12-31
PSE,False,True,ITA,False,False,ASY,m,all,None,None,25,2010-01-01,2010-12-31
PSE,False,True,ITA,False,False,ASY,all,all,None,None,30,2010-01-01,2010-12-31
PSE,False,True,ITA,False,False,REF,f,0-4,0,4,0,2010-01-01,2010-12-31
PSE,False,True,ITA,False,False,REF,f,5-11,5,11,0,2010-01-01,2010-12-31
PSE,False,True,ITA,False,False,REF,f,12-17,12,17,0,2010-01-01,2010-12-31
PSE,False,True,ITA,False,False,REF,f,18-59,18,59,0,2010-01-01,2010-12-31
PSE,False,True,ITA,False,False,REF,f,60+,60,None,0,2010-01-01,2010-12-31
PSE,False,True,ITA,False,False,REF,f,all,None,None,0,2010-01-01,2010-12-31
PSE,False,True,ITA,False,False,REF,m,0-4,0,4,0,2010-01-01,2010-12-31
PSE,False,True,ITA,False,False,REF,m,5-11,5,11,0,2010-01-01,2010-12-31
PSE,False,True,ITA,False,False,REF,m,12-17,12,17,0,2010-01-01,2010-12-31
PSE,False,True,ITA,False,False,REF,m,18-59,18,59,0,2010-01-01,2010-12-31
PSE,False,True,ITA,False,False,REF,m,60+,60,None,0,2010-01-01,2010-12-31
PSE,False,True,ITA,False,False,REF,m,all,None,None,0,2010-01-01,2010-12-31
PSE,False,True,ITA,False,False,REF,all,all,None,None,374,2010-01-01,2010-12-31
PSE,False,True,KAZ,False,False,ASY,f,0-4,0,4,0,2010-01-01,2010-12-31
PSE,False,True,KAZ,False,False,ASY,f,5-11,5,11,0,2010-01-01,2010-12-31
PSE,False,True,KAZ,False,False,ASY,f,12-17,12,17,0,2010-01-01,2010-12-31
PSE,False,True,KAZ,False,False,ASY,f,18-59,18,59,0,2010-01-01,2010-12-31
PSE,False,True,KAZ,False,False,ASY,f,60+,60,None,0,2010-01-01,2010-12-31
PSE,False,True,KAZ,False,False,ASY,f,all,None,None,0,2010-01-01,2010-12-31
PSE,False,True,KAZ,False,False,ASY,m,0-4,0,4,0,2010-01-01,2010-12-31
PSE,False,True,KAZ,False,False,ASY,m,5-11,5,11,0,2010-01-01,2010-12-31
PSE,False,True,KAZ,False,False,ASY,m,12-17,12,17,0,2010-01-01,2010-12-31
PSE,False,True,KAZ,False,False,ASY,m,18-59,18,59,0,2010-01-01,2010-12-31
PSE,False,True,KAZ,False,False,ASY,m,60+,60,None,0,2010-01-01,2010-12-31
PSE,False,True,KAZ,False,False,ASY,m,all,None,None,0,2010-01-01,2010-12-31
PSE,False,True,KAZ,False,False,ASY,all,all,None,None,8,2010-01-01,2010-12-31
PSE,False,True,KWT,False,False,ASY,f,0-4,0,4,5,2010-01-01,2010-12-31
PSE,False,True,KWT,False,False,ASY,f,5-11,5,11,0,2010-01-01,2010-12-31
PSE,False,True,KWT,False,False,ASY,f,12-17,12,17,11,2010-01-01,2010-12-31
PSE,False,True,KWT,False,False,ASY,f,18-59,18,59,51,2010-01-01,2010-12-31
PSE,False,True,KWT,False,False,ASY,f,60+,60,None,0,2010-01-01,2010-12-31
PSE,False,True,KWT,False,False,ASY,f,all,None,None,67,2010-01-01,2010-12-31
PSE,False,True,KWT,False,False,ASY,m,0-4,0,4,7,2010-01-01,2010-12-31
PSE,False,True,KWT,False,False,ASY,m,5-11,5,11,0,2010-01-01,2010-12-31
PSE,False,True,KWT,False,False,ASY,m,12-17,12,17,11,2010-01-01,2010-12-31
PSE,False,True,KWT,False,False,ASY,m,18-59,18,59,47,2010-01-01,2010-12-31
PSE,False,True,KWT,False,False,ASY,m,60+,60,None,5,2010-01-01,2010-12-31
PSE,False,True,KWT,False,False,ASY,m,all,None,None,70,2010-01-01,2010-12-31
PSE,False,True,KWT,False,False,ASY,all,all,None,None,137,2010-01-01,2010-12-31
PSE,False,True,KWT,False,False,REF,f,0-4,0,4,0,2010-01-01,2010-12-31
PSE,False,True,KWT,False,False,REF,f,5-11,5,11,0,2010-01-01,2010-12-31
PSE,False,True,KWT,False,False,REF,f,12-17,12,17,0,2010-01-01,2010-12-31
PSE,False,True,KWT,False,False,REF,f,18-59,18,59,0,2010-01-01,2010-12-31
PSE,False,True,KWT,False,False,REF,f,60+,60,None,0,2010-01-01,2010-12-31
PSE,False,True,KWT,False,False,REF,f,all,None,None,0,2010-01-01,2010-12-31
PSE,False,True,KWT,False,False,REF,m,0-4,0,4,0,2010-01-01,2010-12-31
PSE,False,True,KWT,False,False,REF,m,5-11,5,11,0,2010-01-01,2010-12-31
PSE,False,True,KWT,False,False,REF,m,12-17,12,17,5,2010-01-01,2010-12-31
PSE,False,True,KWT,False,False,REF,m,18-59,18,59,0,2010-01-01,2010-12-31
PSE,False,True,KWT,False,False,REF,m,60+,60,None,0,2010-01-01,2010-12-31
PSE,False,True,KWT,False,False,REF,m,all,None,None,5,2010-01-01,2010-12-31
PSE,False,True,KWT,False,False,REF,all,all,None,None,5,2010-01-01,2010-12-31
PSE,False,True,LBN,False,True,REF,f,0-4,0,4,0,2010-01-01,2010-12-31
PSE,False,True,LBN,False,True,REF,f,5-11,5,11,0,2010-01-01,2010-12-31
PSE,False,True,LBN,False,True,REF,f,12-17,12,17,0,2010-01-01,2010-12-31
PSE,False,True,LBN,False,True,REF,f,18-59,18,59,13,2010-01-01,2010-12-31
PSE,False,True,LBN,False,True,REF,f,60+,60,None,0,2010-01-01,2010-12-31
PSE,False,True,LBN,False,True,REF,f,all,None,None,13,2010-01-01,2010-12-31
PSE,False,True,LBN,False,True,REF,m,0-4,0,4,0,2010-01-01,2010-12-31
PSE,False,True,LBN,False,True,REF,m,5-11,5,11,0,2010-01-01,2010-12-31
PSE,False,True,LBN,False,True,REF,m,12-17,12,17,0,2010-01-01,2010-12-31
PSE,False,True,LBN,False,True,REF,m,18-59,18,59,0,2010-01-01,2010-12-31
PSE,False,True,LBN,False,True,REF,m,60+,60,None,0,2010-01-01,2010-12-31
PSE,False,True,LBN,False,True,REF,m,all,None,None,0,2010-01-01,2010-12-31
PSE,False,True,LBN,False,True,REF,all,all,None,None,37,2010-01-01,2010-12-31
PSE,False,True,LBY,False,True,REF,f,0-4,0,4,70,2010-01-01,2010-12-31
PSE,False,True,LBY,False,True,REF,f,5-11,5,11,183,2010-01-01,2010-12-31
PSE,False,True,LBY,False,True,REF,f,12-17,12,17,148,2010-01-01,2010-12-31
PSE,False,True,LBY,False,True,REF,f,18-59,18,59,826,2010-01-01,2010-12-31
PSE,False,True,LBY,False,True,REF,f,60+,60,None,97,2010-01-01,2010-12-31
PSE,False,True,LBY,False,True,REF,f,all,None,None,1324,2010-01-01,2010-12-31
PSE,False,True,LBY,False,True,REF,m,0-4,0,4,77,2010-01-01,2010-12-31
PSE,False,True,LBY,False,True,REF,m,5-11,5,11,186,2010-01-01,2010-12-31
PSE,False,True,LBY,False,True,REF,m,12-17,12,17,156,2010-01-01,2010-12-31
PSE,False,True,LBY,False,True,REF,m,18-59,18,59,814,2010-01-01,2010-12-31
PSE,False,True,LBY,False,True,REF,m,60+,60,None,182,2010-01-01,2010-12-31
PSE,False,True,LBY,False,True,REF,m,all,None,None,1415,2010-01-01,2010-12-31
PSE,False,True,LBY,False,True,REF,all,all,None,None,2739,2010-01-01,2010-12-31
PSE,False,True,LKA,False,False,REF,f,0-4,0,4,0,2010-01-01,2010-12-31
PSE,False,True,LKA,False,False,REF,f,5-11,5,11,0,2010-01-01,2010-12-31
PSE,False,True,LKA,False,False,REF,f,12-17,12,17,0,2010-01-01,2010-12-31
PSE,False,True,LKA,False,False,REF,f,18-59,18,59,0,2010-01-01,2010-12-31
PSE,False,True,LKA,False,False,REF,f,60+,60,None,0,2010-01-01,2010-12-31
PSE,False,True,LKA,False,False,REF,f,all,None,None,0,2010-01-01,2010-12-31
PSE,False,True,LKA,False,False,REF,m,0-4,0,4,0,2010-01-01,2010-12-31
PSE,False,True,LKA,False,False,REF,m,5-11,5,11,5,2010-01-01,2010-12-31
PSE,False,True,LKA,False,False,REF,m,12-17,12,17,0,2010-01-01,2010-12-31
PSE,False,True,LKA,False,False,REF,m,18-59,18,59,0,2010-01-01,2010-12-31
PSE,False,True,LKA,False,False,REF,m,60+,60,None,0,2010-01-01,2010-12-31
PSE,False,True,LKA,False,False,REF,m,all,None,None,5,2010-01-01,2010-12-31
PSE,False,True,LKA,False,False,REF,all,all,None,None,5,2010-01-01,2010-12-31
PSE,False,True,MAR,False,False,REF,f,0-4,0,4,0,2010-01-01,2010-12-31
PSE,False,True,MAR,False,False,REF,f,5-11,5,11,0,2010-01-01,2010-12-31
PSE,False,True,MAR,False,False,REF,f,12-17,12,17,5,2010-01-01,2010-12-31
PSE,False,True,MAR,False,False,REF,f,18-59,18,59,5,2010-01-01,2010-12-31
PSE,False,True,MAR,False,False,REF,f,60+,60,None,0,2010-01-01,2010-12-31
PSE,False,True,MAR,False,False,REF,f,all,None,None,10,2010-01-01,2010-12-31
PSE,False,True,MAR,False,False,REF,m,0-4,0,4,0,2010-01-01,2010-12-31
PSE,False,True,MAR,False,False,REF,m,5-11,5,11,0,2010-01-01,2010-12-31
PSE,False,True,MAR,False,False,REF,m,12-17,12,17,5,2010-01-01,2010-12-31
PSE,False,True,MAR,False,False,REF,m,18-59,18,59,15,2010-01-01,2010-12-31
PSE,False,True,MAR,False,False,REF,m,60+,60,None,0,2010-01-01,2010-12-31
PSE,False,True,MAR,False,False,REF,m,all,None,None,20,2010-01-01,2010-12-31
PSE,False,True,MAR,False,False,REF,all,all,None,None,30,2010-01-01,2010-12-31
PSE,False,True,MDA,False,True,REF,f,0-4,0,4,0,2010-01-01,2010-12-31
PSE,False,True,MDA,False,True,REF,f,5-11,5,11,0,2010-01-01,2010-12-31
PSE,False,True,MDA,False,True,REF,f,12-17,12,17,0,2010-01-01,2010-12-31
PSE,False,True,MDA,False,True,REF,f,18-59,18,59,0,2010-01-01,2010-12-31
PSE,False,True,MDA,False,True,REF,f,60+,60,None,0,2010-01-01,2010-12-31
PSE,False,True,MDA,False,True,REF,f,all,None,None,0,2010-01-01,2010-12-31
PSE,False,True,MDA,False,True,REF,m,0-4,0,4,0,2010-01-01,2010-12-31
PSE,False,True,MDA,False,True,REF,m,5-11,5,11,0,2010-01-01,2010-12-31
PSE,False,True,MDA,False,True,REF,m,12-17,12,17,0,2010-01-01,2010-12-31
PSE,False,True,MDA,False,True,REF,m,18-59,18,59,10,2010-01-01,2010-12-31
PSE,False,True,MDA,False,True,REF,m,60+,60,None,0,2010-01-01,2010-12-31
PSE,False,True,MDA,False,True,REF,m,all,None,None,10,2010-01-01,2010-12-31
PSE,False,True,MDA,False,True,REF,all,all,None,None,10,2010-01-01,2010-12-31
PSE,False,True,MEX,False,True,REF,f,0-4,0,4,0,2010-01-01,2010-12-31
PSE,False,True,MEX,False,True,REF,f,5-11,5,11,0,2010-01-01,2010-12-31
PSE,False,True,MEX,False,True,REF,f,12-17,12,17,0,2010-01-01,2010-12-31
PSE,False,True,MEX,False,True,REF,f,18-59,18,59,0,2010-01-01,2010-12-31
PSE,False,True,MEX,False,True,REF,f,60+,60,None,0,2010-01-01,2010-12-31
PSE,False,True,MEX,False,True,REF,f,all,None,None,0,2010-01-01,2010-12-31
PSE,False,True,MEX,False,True,REF,m,0-4,0,4,0,2010-01-01,2010-12-31
PSE,False,True,MEX,False,True,REF,m,5-11,5,11,0,2010-01-01,2010-12-31
PSE,False,True,MEX,False,True,REF,m,12-17,12,17,0,2010-01-01,2010-12-31
PSE,False,True,MEX,False,True,REF,m,18-59,18,59,5,2010-01-01,2010-12-31
PSE,False,True,MEX,False,True,REF,m,60+,60,None,0,2010-01-01,2010-12-31
PSE,False,True,MEX,False,True,REF,m,all,None,None,5,2010-01-01,2010-12-31
PSE,False,True,MEX,False,True,REF,all,all,None,None,5,2010-01-01,2010-12-31
PSE,False,True,MKD,False,False,ASY,f,0-4,0,4,0,2010-01-01,2010-12-31
PSE,False,True,MKD,False,False,ASY,f,5-11,5,11,0,2010-01-01,2010-12-31
PSE,False,True,MKD,False,False,ASY,f,12-17,12,17,0,2010-01-01,2010-12-31
PSE,False,True,MKD,False,False,ASY,f,18-59,18,59,0,2010-01-01,2010-12-31
PSE,False,True,MKD,False,False,ASY,f,60+,60,None,0,2010-01-01,2010-12-31
PSE,False,True,MKD,False,False,ASY,f,all,None,None,0,2010-01-01,2010-12-31
PSE,False,True,MKD,False,False,ASY,m,0-4,0,4,0,2010-01-01,2010-12-31
PSE,False,True,MKD,False,False,ASY,m,5-11,5,11,0,2010-01-01,2010-12-31
PSE,False,True,MKD,False,False,ASY,m,12-17,12,17,0,2010-01-01,2010-12-31
PSE,False,True,MKD,False,False,ASY,m,18-59,18,59,27,2010-01-01,2010-12-31
PSE,False,True,MKD,False,False,ASY,m,60+,60,None,0,2010-01-01,2010-12-31
PSE,False,True,MKD,False,False,ASY,m,all,None,None,27,2010-01-01,2010-12-31
PSE,False,True,MKD,False,False,ASY,all,all,None,None,27,2010-01-01,2010-12-31
PSE,False,True,MLT,False,False,ASY,f,0-4,0,4,0,2010-01-01,2010-12-31
PSE,False,True,MLT,False,False,ASY,f,5-11,5,11,0,2010-01-01,2010-12-31
PSE,False,True,MLT,False,False,ASY,f,12-17,12,17,0,2010-01-01,2010-12-31
PSE,False,True,MLT,False,False,ASY,f,18-59,18,59,0,2010-01-01,2010-12-31
PSE,False,True,MLT,False,False,ASY,f,60+,60,None,0,2010-01-01,2010-12-31
PSE,False,True,MLT,False,False,ASY,f,all,None,None,0,2010-01-01,2010-12-31
PSE,False,True,MLT,False,False,ASY,m,0-4,0,4,0,2010-01-01,2010-12-31
PSE,False,True,MLT,False,False,ASY,m,5-11,5,11,0,2010-01-01,2010-12-31
PSE,False,True,MLT,False,False,ASY,m,12-17,12,17,0,2010-01-01,2010-12-31
PSE,False,True,MLT,False,False,ASY,m,18-59,18,59,0,2010-01-01,2010-12-31
PSE,False,True,MLT,False,False,ASY,m,60+,60,None,0,2010-01-01,2010-12-31
PSE,False,True,MLT,False,False,ASY,m,all,None,None,0,2010-01-01,2010-12-31
PSE,False,True,MLT,False,False,ASY,all,all,None,None,25,2010-01-01,2010-12-31
PSE,False,True,MLT,False,False,REF,f,0-4,0,4,0,2010-01-01,2010-12-31
PSE,False,True,MLT,False,False,REF,f,5-11,5,11,0,2010-01-01,2010-12-31
PSE,False,True,MLT,False,False,REF,f,12-17,12,17,0,2010-01-01,2010-12-31
PSE,False,True,MLT,False,False,REF,f,18-59,18,59,0,2010-01-01,2010-12-31
PSE,False,True,MLT,False,False,REF,f,60+,60,None,0,2010-01-01,2010-12-31
PSE,False,True,MLT,False,False,REF,f,all,None,None,0,2010-01-01,2010-12-31
PSE,False,True,MLT,False,False,REF,m,0-4,0,4,0,2010-01-01,2010-12-31
PSE,False,True,MLT,False,False,REF,m,5-11,5,11,0,2010-01-01,2010-12-31
PSE,False,True,MLT,False,False,REF,m,12-17,12,17,0,2010-01-01,2010-12-31
PSE,False,True,MLT,False,False,REF,m,18-59,18,59,0,2010-01-01,2010-12-31
PSE,False,True,MLT,False,False,REF,m,60+,60,None,0,2010-01-01,2010-12-31
PSE,False,True,MLT,False,False,REF,m,all,None,None,0,2010-01-01,2010-12-31
PSE,False,True,MLT,False,False,REF,all,all,None,None,28,2010-01-01,2010-12-31
PSE,False,True,MRT,False,False,REF,f,0-4,0,4,0,2010-01-01,2010-12-31
PSE,False,True,MRT,False,False,REF,f,5-11,5,11,0,2010-01-01,2010-12-31
PSE,False,True,MRT,False,False,REF,f,12-17,12,17,5,2010-01-01,2010-12-31
PSE,False,True,MRT,False,False,REF,f,18-59,18,59,0,2010-01-01,2010-12-31
PSE,False,True,MRT,False,False,REF,f,60+,60,None,0,2010-01-01,2010-12-31
PSE,False,True,MRT,False,False,REF,f,all,None,None,5,2010-01-01,2010-12-31
PSE,False,True,MRT,False,False,REF,m,0-4,0,4,0,2010-01-01,2010-12-31
PSE,False,True,MRT,False,False,REF,m,5-11,5,11,0,2010-01-01,2010-12-31
PSE,False,True,MRT,False,False,REF,m,12-17,12,17,0,2010-01-01,2010-12-31
PSE,False,True,MRT,False,False,REF,m,18-59,18,59,5,2010-01-01,2010-12-31
PSE,False,True,MRT,False,False,REF,m,60+,60,None,0,2010-01-01,2010-12-31
PSE,False,True,MRT,False,False,REF,m,all,None,None,5,2010-01-01,2010-12-31
PSE,False,True,MRT,False,False,REF,all,all,None,None,10,2010-01-01,2010-12-31
PSE,False,True,MYS,False,False,ASY,f,0-4,0,4,9,2010-01-01,2010-12-31
PSE,False,True,MYS,False,False,ASY,f,5-11,5,11,0,2010-01-01,2010-12-31
PSE,False,True,MYS,False,False,ASY,f,12-17,12,17,0,2010-01-01,2010-12-31
PSE,False,True,MYS,False,False,ASY,f,18-59,18,59,0,2010-01-01,2010-12-31
PSE,False,True,MYS,False,False,ASY,f,60+,60,None,0,2010-01-01,2010-12-31
PSE,False,True,MYS,False,False,ASY,f,all,None,None,9,2010-01-01,2010-12-31
PSE,False,True,MYS,False,False,ASY,m,0-4,0,4,0,2010-01-01,2010-12-31
PSE,False,True,MYS,False,False,ASY,m,5-11,5,11,0,2010-01-01,2010-12-31
PSE,False,True,MYS,False,False,ASY,m,12-17,12,17,7,2010-01-01,2010-12-31
PSE,False,True,MYS,False,False,ASY,m,18-59,18,59,72,2010-01-01,2010-12-31
PSE,False,True,MYS,False,False,ASY,m,60+,60,None,0,2010-01-01,2010-12-31
PSE,False,True,MYS,False,False,ASY,m,all,None,None,79,2010-01-01,2010-12-31
PSE,False,True,MYS,False,False,ASY,all,all,None,None,88,2010-01-01,2010-12-31
PSE,False,True,MYS,False,False,REF,f,0-4,0,4,13,2010-01-01,2010-12-31
PSE,False,True,MYS,False,False,REF,f,5-11,5,11,16,2010-01-01,2010-12-31
PSE,False,True,MYS,False,False,REF,f,12-17,12,17,13,2010-01-01,2010-12-31
PSE,False,True,MYS,False,False,REF,f,18-59,18,59,33,2010-01-01,2010-12-31
PSE,False,True,MYS,False,False,REF,f,60+,60,None,5,2010-01-01,2010-12-31
PSE,False,True,MYS,False,False,REF,f,all,None,None,80,2010-01-01,2010-12-31
PSE,False,True,MYS,False,False,REF,m,0-4,0,4,8,2010-01-01,2010-12-31
PSE,False,True,MYS,False,False,REF,m,5-11,5,11,10,2010-01-01,2010-12-31
PSE,False,True,MYS,False,False,REF,m,12-17,12,17,5,2010-01-01,2010-12-31
PSE,False,True,MYS,False,False,REF,m,18-59,18,59,87,2010-01-01,2010-12-31
PSE,False,True,MYS,False,False,REF,m,60+,60,None,5,2010-01-01,2010-12-31
PSE,False,True,MYS,False,False,REF,m,all,None,None,115,2010-01-01,2010-12-31
PSE,False,True,MYS,False,False,REF,all,all,None,None,195,2010-01-01,2010-12-31
PSE,False,True,NGA,True,True,REF,f,0-4,0,4,0,2010-01-01,2010-12-31
PSE,False,True,NGA,True,True,REF,f,5-11,5,11,0,2010-01-01,2010-12-31
PSE,False,True,NGA,True,True,REF,f,12-17,12,17,0,2010-01-01,2010-12-31
PSE,False,True,NGA,True,True,REF,f,18-59,18,59,0,2010-01-01,2010-12-31
PSE,False,True,NGA,True,True,REF,f,60+,60,None,0,2010-01-01,2010-12-31
PSE,False,True,NGA,True,True,REF,f,all,None,None,0,2010-01-01,2010-12-31
PSE,False,True,NGA,True,True,REF,m,0-4,0,4,0,2010-01-01,2010-12-31
PSE,False,True,NGA,True,True,REF,m,5-11,5,11,0,2010-01-01,2010-12-31
PSE,False,True,NGA,True,True,REF,m,12-17,12,17,0,2010-01-01,2010-12-31
PSE,False,True,NGA,True,True,REF,m,18-59,18,59,6,2010-01-01,2010-12-31
PSE,False,True,NGA,True,True,REF,m,60+,60,None,0,2010-01-01,2010-12-31
PSE,False,True,NGA,True,True,REF,m,all,None,None,6,2010-01-01,2010-12-31
PSE,False,True,NGA,True,True,REF,all,all,None,None,6,2010-01-01,2010-12-31
PSE,False,True,NLD,False,False,ASY,f,0-4,0,4,0,2010-01-01,2010-12-31
PSE,False,True,NLD,False,False,ASY,f,5-11,5,11,0,2010-01-01,2010-12-31
PSE,False,True,NLD,False,False,ASY,f,12-17,12,17,0,2010-01-01,2010-12-31
PSE,False,True,NLD,False,False,ASY,f,18-59,18,59,0,2010-01-01,2010-12-31
PSE,False,True,NLD,False,False,ASY,f,60+,60,None,0,2010-01-01,2010-12-31
PSE,False,True,NLD,False,False,ASY,f,all,None,None,0,2010-01-01,2010-12-31
PSE,False,True,NLD,False,False,ASY,m,0-4,0,4,0,2010-01-01,2010-12-31
PSE,False,True,NLD,False,False,ASY,m,5-11,5,11,0,2010-01-01,2010-12-31
PSE,False,True,NLD,False,False,ASY,m,12-17,12,17,0,2010-01-01,2010-12-31
PSE,False,True,NLD,False,False,ASY,m,18-59,18,59,0,2010-01-01,2010-12-31
PSE,False,True,NLD,False,False,ASY,m,60+,60,None,0,2010-01-01,2010-12-31
PSE,False,True,NLD,False,False,ASY,m,all,None,None,22,2010-01-01,2010-12-31
PSE,False,True,NLD,False,False,ASY,all,all,None,None,22,2010-01-01,2010-12-31
PSE,False,True,NLD,False,False,REF,f,0-4,0,4,0,2010-01-01,2010-12-31
PSE,False,True,NLD,False,False,REF,f,5-11,5,11,0,2010-01-01,2010-12-31
PSE,False,True,NLD,False,False,REF,f,12-17,12,17,0,2010-01-01,2010-12-31
PSE,False,True,NLD,False,False,REF,f,18-59,18,59,0,2010-01-01,2010-12-31
PSE,False,True,NLD,False,False,REF,f,60+,60,None,0,2010-01-01,2010-12-31
PSE,False,True,NLD,False,False,REF,f,all,None,None,0,2010-01-01,2010-12-31
PSE,False,True,NLD,False,False,REF,m,0-4,0,4,0,2010-01-01,2010-12-31
PSE,False,True,NLD,False,False,REF,m,5-11,5,11,0,2010-01-01,2010-12-31
PSE,False,True,NLD,False,False,REF,m,12-17,12,17,0,2010-01-01,2010-12-31
PSE,False,True,NLD,False,False,REF,m,18-59,18,59,0,2010-01-01,2010-12-31
PSE,False,True,NLD,False,False,REF,m,60+,60,None,0,2010-01-01,2010-12-31
PSE,False,True,NLD,False,False,REF,m,all,None,None,0,2010-01-01,2010-12-31
PSE,False,True,NLD,False,False,REF,all,all,None,None,26,2010-01-01,2010-12-31
PSE,False,True,NOR,False,False,ASY,f,0-4,0,4,0,2010-01-01,2010-12-31
PSE,False,True,NOR,False,False,ASY,f,5-11,5,11,0,2010-01-01,2010-12-31
PSE,False,True,NOR,False,False,ASY,f,12-17,12,17,0,2010-01-01,2010-12-31
PSE,False,True,NOR,False,False,ASY,f,18-59,18,59,0,2010-01-01,2010-12-31
PSE,False,True,NOR,False,False,ASY,f,60+,60,None,0,2010-01-01,2010-12-31
PSE,False,True,NOR,False,False,ASY,f,all,None,None,0,2010-01-01,2010-12-31
PSE,False,True,NOR,False,False,ASY,m,0-4,0,4,0,2010-01-01,2010-12-31
